Id,SalePrice
1461,124490.8221
1462,146073.4788
1463,173196.8855
1464,184925.2747
1465,225864.8637
1466,182272.6489
1467,158446.6783
1468,172588.6069
1469,180616.1413
1470,120078.9174
1471,186928.1468
1472,109923.6856
1473,113396.6504
1474,163316.9166
1475,160660.9387
1476,357799.4689
1477,259520.7709
1478,315302.3198
1479,275372.7622
1480,402833.8869
1481,294164.5489
1482,226095.7139
1483,167278.8051
1484,179816.2217
1485,171234.3909
1486,197299.0977
1487,341383.9917
1488,254906.3623
1489,190257.4173
1490,177006.8639
1491,200414.4924
1492,118973.2129
1493,187492.1269
1494,291491.504
1495,278775.9194
1496,211206.5588
1497,197345.6004
1498,159008.7528
1499,158708.7251
1500,141854.5491
1501,171237.0534
1502,169601.5283
1503,299006.9006
1504,245899.6889
1505,211421.4405
1506,179661.7925
1507,197118.3386
1508,189295.6359
1509,172433.5097
1510,146106.4739
1511,146280.735
1512,160981.7412
1513,170839.9135
1514,151160.6049
1515,160875.6406
1516,176060.437
1517,141373.6676
1518,140433.6198
1519,205652.3384
1520,138315.8008
1521,140629.3329
1522,173309.4879
1523,108222.1563
1524,120675.4546
1525,124768.0208
1526,125147.5119
1527,112675.8736
1528,119088.3617
1529,141719.8842
1530,163966.4777
1531,135022.5095
1532,113717.4249
1533,142866.9527
1534,117177.7353
1535,153166.7405
1536,133669.5748
1537,109192.2727
1538,212596.9736
1539,251263.7234
1540,132666.0776
1541,159942.8256
1542,139322.9629
1543,222121.8448
1544,90847.47898
1545,113199.0299
1546,130677.9728
1547,134712.6553
1548,130386.0891
1549,128463.5627
1550,152793.2678
1551,131568.3323
1552,150114.5897
1553,157212.3195
1554,114428.3916
1555,162291.6781
1556,111636.4523
1557,134168.8624
1558,112294.7122
1559,134674.217
1560,147506.1076
1561,138200.4174
1562,123675.2859
1563,119539.0447
1564,153506.9521
1565,154594.2857
1566,197232.8953
1567,102163.3505
1568,202377.3982
1569,150078.9088
1570,127003.5957
1571,140164.0686
1572,140591.7271
1573,217911.4288
1574,134399.5367
1575,192087.7662
1576,192835.6106
1577,188148.4234
1578,168740.7768
1579,134733.2271
1580,199091.7664
1581,139979.2224
1582,130269.864
1583,312124.1908
1584,240928.2882
1585,138469.4502
1586,87888.74315
1587,114256.6713
1588,144078.0953
1589,107691.6202
1590,133117.7481
1591,106200.4512
1592,137410.2696
1593,128450.1613
1594,135946.1885
1595,141056.5092
1596,239480.1101
1597,157500.8032
1598,190879.695
1599,225092.7719
1600,217954.2185
1601,83580.29735
1602,123311.8646
1603,104443.5899
1604,283485.3418
1605,263736.9866
1606,158528.2258
1607,170422.4602
1608,193372.5134
1609,187308.3506
1610,155945.7309
1611,147183.0442
1612,158715.0361
1613,155264.9233
1614,118142.9317
1615,96324.14816
1616,94816.01791
1617,100065.6296
1618,122386.0278
1619,131520.1543
1620,145275.164
1621,130014.6569
1622,141848.7634
1623,262145.8147
1624,194543.0065
1625,127815.4007
1626,170120.9061
1627,182853.6359
1628,278925.2166
1629,187795.7972
1630,331474.049
1631,237884.524
1632,253731.824
1633,168375.5029
1634,180431.4009
1635,182512.3716
1636,157481.4254
1637,165054.9623
1638,225989.8873
1639,178965.0321
1640,252972.0998
1641,180413.5369
1642,205059.8116
1643,242986.1065
1644,242407.7888
1645,171710.0959
1646,151370.7952
1647,175846.4824
1648,145423.643
1649,137654.8973
1650,117236.8854
1651,118128.3819
1652,110093.2662
1653,111145.1935
1654,172175.8543
1655,171543.4544
1656,163131.5927
1657,169500.3091
1658,167124.0732
1659,159381.3945
1660,136191.9079
1661,383443.3042
1662,369432.8661
1663,378241.5037
1664,400458.1341
1665,329766.6776
1666,314967.4663
1667,336261.7102
1668,335726.4115
1669,311013.3637
1670,338786.5583
1671,222053.9758
